# event_ticker=KXATPMATCH-25OCT16DARMOC
# final_score=6-3 6-3
# match_winner=Shintaro Mochizuki
# fav_player=Shintaro Mochizuki
# dog_player=Luciano Darderi
# kalshi_date=2025-10-16
timestamp,Shintaro Mochizuki,Luciano Darderi
2025-10-15T22:14:00Z,41.00,61.00
2025-10-15T22:47:00Z,41.00,61.00
2025-10-15T23:10:00Z,41.00,61.00
2025-10-15T23:35:00Z,41.00,61.00
2025-10-16T00:11:00Z,41.00,61.00
2025-10-16T01:41:00Z,41.00,59.00
2025-10-16T01:52:00Z,43.00,59.00
2025-10-16T02:04:00Z,43.00,58.23
2025-10-16T02:06:00Z,43.00,59.00
2025-10-16T02:21:00Z,43.00,59.00
2025-10-16T02:25:00Z,43.00,59.00
2025-10-16T02:34:00Z,43.00,59.00
2025-10-16T02:35:00Z,43.00,59.00
2025-10-16T02:37:00Z,43.00,59.00
2025-10-16T02:38:00Z,43.00,59.00
2025-10-16T02:40:00Z,43.00,59.00
2025-10-16T02:42:00Z,43.00,59.00
2025-10-16T02:43:00Z,43.00,59.00
2025-10-16T02:44:00Z,43.00,59.00
2025-10-16T02:45:00Z,43.00,59.00
2025-10-16T03:27:00Z,43.00,59.00
2025-10-16T03:28:00Z,43.00,59.00
2025-10-16T03:37:00Z,43.00,59.00
2025-10-16T03:38:00Z,43.00,59.00
2025-10-16T03:47:00Z,43.00,59.00
2025-10-16T03:53:00Z,43.00,59.00
2025-10-16T03:54:00Z,43.00,59.00
2025-10-16T04:00:00Z,43.00,59.00
2025-10-16T04:05:00Z,43.00,59.00
2025-10-16T04:16:00Z,43.00,59.00
2025-10-16T04:17:00Z,43.00,58.73
2025-10-16T04:18:00Z,43.00,59.00
2025-10-16T04:24:00Z,43.00,59.00
2025-10-16T04:27:00Z,43.00,59.00
2025-10-16T04:30:00Z,43.00,59.00
2025-10-16T04:32:00Z,43.00,59.00
2025-10-16T04:34:00Z,43.00,59.00
2025-10-16T04:38:00Z,43.00,59.00
2025-10-16T04:40:00Z,43.00,59.00
2025-10-16T04:41:00Z,43.00,59.00
2025-10-16T04:45:00Z,43.00,58.00
2025-10-16T04:48:00Z,43.00,58.00
2025-10-16T04:51:00Z,43.00,58.00
2025-10-16T04:53:00Z,43.00,58.00
2025-10-16T04:58:00Z,43.00,58.00
2025-10-16T04:59:00Z,42.00,58.00
2025-10-16T05:01:00Z,42.00,58.00
2025-10-16T05:02:00Z,42.00,59.00
2025-10-16T05:05:00Z,42.00,59.00
2025-10-16T05:09:00Z,42.00,59.00
2025-10-16T05:10:00Z,42.00,59.00
2025-10-16T05:11:00Z,42.00,59.00
2025-10-16T05:15:00Z,42.00,59.00
2025-10-16T05:18:00Z,42.00,59.00
2025-10-16T05:22:00Z,42.00,59.00
2025-10-16T05:23:00Z,42.00,59.41
2025-10-16T05:30:00Z,42.00,60.00
2025-10-16T05:31:00Z,42.00,60.00
2025-10-16T05:35:00Z,42.00,60.00
2025-10-16T05:38:00Z,42.00,60.00
2025-10-16T05:40:00Z,42.00,60.00
2025-10-16T05:46:00Z,42.00,60.00
2025-10-16T05:47:00Z,42.00,60.00
2025-10-16T05:51:00Z,42.00,60.00
2025-10-16T05:57:00Z,42.00,60.00
2025-10-16T06:00:00Z,42.00,60.00
2025-10-16T06:01:00Z,42.00,60.00
2025-10-16T06:02:00Z,42.00,60.00
2025-10-16T06:03:00Z,42.00,60.00
2025-10-16T06:10:00Z,42.00,58.00
2025-10-16T06:14:00Z,42.00,60.00
2025-10-16T06:21:00Z,42.00,60.00
2025-10-16T06:24:00Z,42.00,60.00
2025-10-16T06:26:00Z,42.00,60.00
2025-10-16T06:28:00Z,42.00,60.00
2025-10-16T06:29:00Z,42.00,60.00
2025-10-16T06:31:00Z,42.00,60.00
2025-10-16T06:35:00Z,42.00,60.00
2025-10-16T06:36:00Z,42.00,60.00
2025-10-16T06:37:00Z,42.00,60.00
2025-10-16T06:38:00Z,42.00,60.00
2025-10-16T06:40:00Z,42.00,60.00
2025-10-16T06:41:00Z,42.00,60.00
2025-10-16T06:42:00Z,42.00,60.00
2025-10-16T06:43:00Z,40.00,60.00
2025-10-16T06:45:00Z,42.00,60.00
2025-10-16T06:46:00Z,42.00,60.00
2025-10-16T06:47:00Z,41.34,60.00
2025-10-16T06:48:00Z,42.00,60.00
2025-10-16T06:49:00Z,41.00,60.00
2025-10-16T06:51:00Z,41.00,60.00
2025-10-16T06:52:00Z,41.00,60.00
2025-10-16T06:53:00Z,41.88,60.00
2025-10-16T06:54:00Z,42.00,60.00
2025-10-16T06:55:00Z,42.00,59.00
2025-10-16T06:56:00Z,42.00,59.00
2025-10-16T06:58:00Z,42.00,59.00
2025-10-16T06:59:00Z,42.00,59.00
2025-10-16T07:00:00Z,42.00,59.00
2025-10-16T09:01:00Z,61.29,4.30
